LogID,UserID,ActivityType,CaloriesBurned,DateOfActivity,DistanceTraveled,Duration
AL3908,U1932,Weightlifting,328,2024-05-30,14.78,117
AL3909,U2073,Weightlifting,642,2024-06-23,2.9,94
AL3910,U1849,Running,70,2024-03-25,2.4,117
AL3911,U1328,Running,614,2024-02-15,16.37,84
AL3912,U2330,Running,438,2024-04-24,4.75,48
AL3913,U214,Cycling,519,2024-05-09,2.31,101
AL3914,U353,Cycling,274,2024-06-24,16.9,28
AL3915,U2398,Running,459,2024-05-30,12.05,79
AL3916,U2276,Running,450,2024-05-10,14.92,103
AL3917,U942,Running,742,2024-09-02,9.53,90
AL3918,U904,Cycling,450,2024-11-07,16.06,70
AL3919,U1354,Cycling,561,2024-08-03,14.61,14
AL3920,U2906,Weightlifting,532,2024-03-04,9.62,88
AL3921,U352,Running,426,2024-05-19,3.22,23
AL3922,U47,Cycling,688,2024-10-24,6.44,112
AL3923,U305,Cycling,457,2024-10-08,4.76,82
AL3924,U2596,Running,534,2024-11-18,13.57,83
AL3925,U906,Weightlifting,281,2024-05-18,11.93,32
AL3926,U908,Running,360,2024-04-28,8.29,82
AL3927,U1136,Running,422,2024-04-22,7.99,47
AL3928,U410,Cycling,648,2024-01-03,7.68,72
AL3929,U700,Cycling,640,2024-05-22,11.98,48
AL3930,U658,Cycling,716,2024-06-19,6.1,46
AL3931,U1484,Cycling,744,2024-01-19,9.76,59
AL3932,U491,Weightlifting,84,2024-09-09,15.56,90
AL3933,U2351,Cycling,505,2024-02-04,17.17,108
AL3934,U2291,Running,221,2024-01-27,3.81,84
AL3935,U326,Cycling,61,2024-05-30,2.23,72
AL3936,U2260,Weightlifting,529,2024-08-09,12.99,85
AL3937,U2997,Running,690,2024-11-06,2.4,13
AL3938,U2425,Cycling,80,2024-05-18,16.24,109
AL3939,U750,Weightlifting,586,2024-07-20,13.72,18
AL3940,U1799,Running,445,2024-09-20,18.61,85
AL3941,U790,Cycling,589,2024-06-17,0.86,68
AL3942,U2404,Weightlifting,276,2024-04-10,1.43,101
AL3943,U1054,Cycling,567,2024-08-06,11.57,116
AL3944,U2369,Cycling,406,2024-02-14,19.57,90
AL3945,U967,Running,280,2024-01-12,12.9,114
AL3946,U1858,Running,598,2024-11-12,1.67,101
AL3947,U1097,Running,442,2024-02-27,5.7,70
AL3948,U2606,Cycling,192,2024-03-20,19.22,92
AL3949,U2437,Cycling,169,2024-03-20,19.98,118
AL3950,U1131,Running,658,2024-06-23,6.33,16
AL3951,U1607,Cycling,389,2024-07-25,3.95,90
AL3952,U2129,Weightlifting,180,2024-11-20,16.47,12
AL3953,U747,Running,676,2024-08-16,11.32,11
AL3954,U2144,Weightlifting,325,2024-08-25,4.67,65
AL3955,U486,Cycling,437,2024-05-11,11.81,67
AL3956,U1542,Weightlifting,545,2024-04-27,5.81,11
AL3957,U85,Running,327,2024-10-26,7.13,73
AL3958,U2239,Weightlifting,155,2024-08-24,10.58,66
AL3959,U2787,Cycling,273,2024-04-19,15.06,67
AL3960,U2404,Cycling,505,2024-02-22,19.63,22
AL3961,U2720,Cycling,100,2024-01-01,15.99,90
AL3962,U2960,Weightlifting,730,2024-05-10,19.25,26
AL3963,U1656,Weightlifting,796,2024-08-31,8.75,35
AL3964,U2099,Weightlifting,170,2024-10-28,7.09,89
AL3965,U2134,Weightlifting,587,2024-10-18,3.19,58
AL3966,U2576,Cycling,130,2024-09-13,1.48,82
AL3967,U306,Cycling,111,2024-03-25,10.89,39
AL3968,U2828,Running,466,2024-05-10,6.54,95
AL3969,U2905,Weightlifting,407,2024-03-15,10.63,56
AL3970,U600,Cycling,794,2024-01-08,12.31,23
AL3971,U2539,Weightlifting,131,2024-06-14,4.68,44
AL3972,U1078,Weightlifting,275,2024-06-07,18.28,38
AL3973,U208,Running,267,2024-07-29,17.01,98
AL3974,U2637,Running,104,2024-04-14,10.83,19
AL3975,U2356,Weightlifting,95,2024-04-28,6.33,105
AL3976,U995,Cycling,289,2024-04-29,17.84,45
AL3977,U2770,Weightlifting,782,2024-08-30,7.84,59
AL3978,U2106,Cycling,291,2024-06-05,15.64,86
AL3979,U844,Cycling,149,2024-06-05,16.7,100
AL3980,U2537,Running,302,2024-02-21,18.87,52
AL3981,U2398,Cycling,447,2024-03-15,15.67,115
AL3982,U1863,Cycling,397,2024-03-27,16.51,108
AL3983,U1752,Running,664,2024-06-06,6.52,52
AL3984,U82,Weightlifting,201,2024-04-16,11.14,38
AL3985,U2173,Running,278,2024-01-25,4.21,60
AL3986,U774,Running,400,2024-02-21,13.38,63
AL3987,U2293,Cycling,63,2024-10-21,2.89,23
AL3988,U2419,Cycling,580,2024-02-10,7.01,60
AL3989,U2499,Cycling,589,2024-03-14,12.47,120
AL3990,U2853,Weightlifting,482,2024-07-27,18.19,73
AL3991,U1400,Cycling,521,2024-02-20,9.3,81
AL3992,U1364,Running,754,2024-11-23,10.21,99
AL3993,U1388,Cycling,674,2024-04-27,3.59,50
AL3994,U2366,Weightlifting,324,2024-01-31,13.47,53
AL3995,U1385,Running,609,2024-10-18,11.37,20
AL3996,U214,Weightlifting,775,2024-09-09,7.1,33
AL3997,U1956,Weightlifting,399,2024-02-16,7.37,38
AL3998,U1565,Weightlifting,88,2024-04-17,1.85,83
AL3999,U138,Weightlifting,83,2024-10-27,18.11,114
AL4000,U2302,Cycling,669,2024-04-24,15.23,106
AL4001,U2899,Weightlifting,333,2024-11-19,0.78,35
AL4002,U2785,Cycling,512,2024-02-25,14.39,66
AL4003,U268,Running,78,2024-06-30,6,68
AL4004,U1269,Cycling,590,2024-05-26,8.46,29
AL4005,U1810,Weightlifting,166,2024-02-25,9.01,18
AL4006,U976,Running,746,2024-03-24,1.95,27
AL4007,U1836,Running,101,2024-10-25,14.33,118
AL4008,U1452,Cycling,701,2024-10-31,15.64,20
AL4009,U309,Running,171,2024-08-09,10.75,62
AL4010,U2887,Cycling,363,2024-06-03,13.52,49
AL4011,U1299,Running,600,2024-06-14,1.9,63
AL4012,U2452,Cycling,438,2024-02-01,19.54,26
AL4013,U2003,Weightlifting,335,2024-09-18,18.6,98
AL4014,U354,Running,364,2024-02-25,0.67,75
AL4015,U2322,Running,800,2024-02-11,8.01,43
AL4016,U1173,Weightlifting,725,2024-05-20,15.62,35
AL4017,U1476,Running,110,2024-04-02,14.91,10
AL4018,U1915,Weightlifting,263,2024-08-13,6.34,116
AL4019,U2031,Cycling,633,2024-05-22,5.86,79
AL4020,U2585,Running,748,2024-04-16,9.11,119
AL4021,U1429,Running,530,2024-08-09,4.5,88
AL4022,U2174,Weightlifting,604,2024-03-20,1.86,37
AL4023,U1069,Cycling,267,2024-04-21,7.14,29
AL4024,U1366,Weightlifting,478,2024-01-30,19.33,40
AL4025,U2635,Weightlifting,247,2024-07-11,7.43,32
AL4026,U457,Cycling,435,2024-04-08,6.22,11
AL4027,U1601,Cycling,211,2024-01-16,15.48,83
AL4028,U80,Cycling,79,2024-07-01,8.26,68
AL4029,U959,Weightlifting,717,2024-07-02,6.64,115
AL4030,U84,Weightlifting,381,2024-11-09,1.37,33
AL4031,U2672,Cycling,672,2024-06-27,8.62,116
AL4032,U1830,Running,313,2024-03-17,8.78,75
AL4033,U479,Weightlifting,134,2024-05-22,14.7,81
AL4034,U45,Running,382,2024-06-25,18.76,69
AL4035,U2389,Weightlifting,751,2024-07-12,13.78,103
AL4036,U1274,Cycling,668,2024-03-24,3.81,28
AL4037,U2736,Running,768,2024-06-25,7.64,99
AL4038,U1597,Running,633,2024-11-05,1.01,64
AL4039,U2892,Running,138,2024-09-29,2.78,111
AL4040,U2034,Cycling,760,2024-02-02,5.66,97
AL4041,U1900,Running,492,2024-05-21,10.25,22
AL4042,U1423,Cycling,636,2024-07-01,1.57,101
AL4043,U1143,Running,704,2024-02-18,10.18,97
AL4044,U749,Running,498,2024-08-11,1.8,81
AL4045,U1783,Cycling,501,2024-04-21,11.56,84
AL4046,U1700,Running,588,2024-06-22,13.75,14
AL4047,U894,Weightlifting,735,2024-03-12,18.6,91
AL4048,U1415,Running,304,2024-11-08,4.2,53
AL4049,U1238,Cycling,496,2024-03-10,6.2,69
AL4050,U739,Cycling,689,2024-02-07,15.38,27
AL4051,U1456,Cycling,186,2024-08-24,11.87,24
AL4052,U968,Running,464,2024-05-02,1.69,40
AL4053,U2841,Running,475,2024-05-21,16.7,70
AL4054,U1931,Cycling,592,2024-04-29,10.01,79
AL4055,U182,Running,421,2024-06-04,7.36,72
AL4056,U416,Cycling,404,2024-02-12,19.15,93
AL4057,U2664,Running,212,2024-01-17,3.17,120
AL4058,U1225,Cycling,546,2024-08-30,10.76,15
AL4059,U2099,Weightlifting,653,2024-01-06,16.09,106
AL4060,U127,Cycling,728,2024-07-09,14.67,48
AL4061,U783,Running,743,2024-07-02,17.82,102
AL4062,U1861,Running,363,2024-10-12,11.19,53
AL4063,U379,Cycling,343,2024-07-29,17.72,83
AL4064,U1933,Weightlifting,630,2024-05-12,11.12,67
AL4065,U746,Weightlifting,161,2024-10-13,15.83,104
AL4066,U2045,Cycling,752,2024-04-06,15.7,15
AL4067,U2522,Running,114,2024-02-06,11.45,56
AL4068,U1642,Weightlifting,57,2024-01-04,18.39,55
AL4069,U2658,Cycling,240,2024-07-11,4.49,112
AL4070,U2283,Running,221,2024-02-28,6.39,68
AL4071,U320,Cycling,145,2024-07-18,11.24,35
AL4072,U2154,Weightlifting,736,2024-09-14,2.53,120
AL4073,U1165,Weightlifting,277,2024-04-13,3.41,79
AL4074,U2150,Running,476,2024-03-18,16.94,11
AL4075,U1923,Cycling,347,2024-03-02,3.53,40
AL4076,U399,Running,173,2024-02-28,17.76,52
AL4077,U1537,Running,193,2024-02-07,6.17,106
AL4078,U2288,Weightlifting,573,2024-03-22,6.11,93
AL4079,U947,Cycling,439,2024-07-25,5.52,27
AL4080,U307,Running,147,2024-11-12,1.62,37
AL4081,U2103,Running,447,2024-03-22,3.43,59
AL4082,U1560,Weightlifting,73,2024-09-27,10.47,92
AL4083,U751,Running,468,2024-06-17,0.8,74
AL4084,U1619,Cycling,668,2024-07-16,1.61,81
AL4085,U946,Cycling,356,2024-01-22,7.93,107
AL4086,U651,Cycling,521,2024-04-26,17.02,76
AL4087,U1687,Running,225,2024-06-01,14.16,97
AL4088,U2078,Cycling,235,2024-11-24,15.23,99
AL4089,U1265,Weightlifting,413,2024-10-09,13.36,102
AL4090,U2923,Weightlifting,644,2024-07-17,15.36,45
AL4091,U862,Weightlifting,529,2024-10-12,17.48,35
AL4092,U1866,Cycling,314,2024-09-05,8.62,15
AL4093,U354,Cycling,480,2024-06-24,15.74,87
AL4094,U150,Cycling,675,2024-08-02,14.67,15
AL4095,U2823,Cycling,460,2024-09-06,13.58,36
AL4096,U305,Running,792,2024-07-01,6.88,84
AL4097,U952,Running,607,2024-05-21,6.85,29
AL4098,U2452,Cycling,104,2024-05-23,2.68,54
AL4099,U235,Weightlifting,766,2024-05-07,10.35,79
AL4100,U1760,Cycling,585,2024-04-21,14.2,46
AL4101,U2829,Running,736,2024-04-01,14.87,24
AL4102,U1044,Cycling,638,2024-10-01,8.78,94
AL4103,U743,Cycling,202,2024-07-27,8.39,12
AL4104,U1143,Running,609,2024-02-16,1.87,17
AL4105,U2541,Cycling,544,2024-11-08,1.57,92
AL4106,U1436,Cycling,631,2024-02-03,19.8,29
AL4107,U1186,Weightlifting,656,2024-10-04,13.29,65
AL4108,U2006,Cycling,318,2024-05-09,15.88,76
AL4109,U1430,Weightlifting,325,2024-10-22,7.95,30
AL4110,U617,Running,217,2024-05-31,14.86,76
AL4111,U130,Cycling,84,2024-09-29,9.69,10
AL4112,U56,Running,281,2024-08-25,19.22,18
AL4113,U789,Running,527,2024-08-22,16.23,49
AL4114,U1500,Running,426,2024-06-08,5.62,104
AL4115,U690,Cycling,157,2024-05-20,11.71,100
AL4116,U1189,Cycling,713,2024-08-28,3.63,55
AL4117,U883,Weightlifting,738,2024-05-25,16.64,57
AL4118,U79,Running,218,2024-05-19,19.09,63
AL4119,U246,Cycling,779,2024-07-25,5.25,11
AL4120,U2380,Cycling,687,2024-06-16,10.73,17
AL4121,U1892,Running,402,2024-02-16,16.84,89
AL4122,U2523,Cycling,236,2024-01-23,14.88,117
AL4123,U2700,Weightlifting,217,2024-02-21,16.27,95
AL4124,U89,Running,462,2024-05-13,10.73,30
AL4125,U2830,Running,750,2024-01-11,12,118
AL4126,U1696,Running,238,2024-04-05,9.53,76
AL4127,U373,Cycling,146,2024-06-03,1.22,41
AL4128,U138,Cycling,491,2024-04-10,5.19,59
AL4129,U2871,Running,508,2024-01-04,16.29,68
AL4130,U944,Running,569,2024-09-10,18.9,58
AL4131,U1561,Running,256,2024-11-05,6.52,37
AL4132,U1158,Weightlifting,160,2024-07-20,1.2,89
AL4133,U1928,Running,509,2024-08-22,10.28,26
AL4134,U1933,Running,215,2024-05-21,8.69,95
AL4135,U1337,Running,229,2024-06-21,16.86,36
AL4136,U1842,Running,119,2024-09-27,0.9,65
AL4137,U1525,Running,273,2024-07-13,11.65,64
AL4138,U1345,Running,134,2024-09-28,10.23,86
AL4139,U244,Weightlifting,99,2024-06-07,3.14,21
AL4140,U778,Weightlifting,387,2024-03-26,10.83,82
AL4141,U487,Cycling,562,2024-07-06,14.82,100
AL4142,U2953,Running,123,2024-07-20,7.3,117
AL4143,U2851,Weightlifting,363,2024-01-19,3.68,103
AL4144,U212,Running,172,2024-10-25,10.95,39
AL4145,U1140,Running,304,2024-03-15,10.61,112
AL4146,U1185,Weightlifting,268,2024-05-19,7.77,40
AL4147,U1768,Cycling,234,2024-01-14,18.47,34
AL4148,U2093,Weightlifting,486,2024-11-17,10.96,42
AL4149,U2126,Cycling,686,2024-01-04,14.74,96
AL4150,U2643,Weightlifting,719,2024-08-18,0.7,109
AL4151,U2157,Running,145,2024-01-18,17.97,16
AL4152,U2653,Running,447,2024-09-11,5.59,31
AL4153,U2696,Cycling,494,2024-04-27,10.42,85
AL4154,U1058,Weightlifting,534,2024-04-20,19.44,28
AL4155,U864,Running,598,2024-03-23,16.38,118
AL4156,U2228,Running,486,2024-04-04,9.1,59
AL4157,U577,Weightlifting,161,2024-01-21,17.23,28
AL4158,U1434,Weightlifting,515,2024-01-01,12.97,64
AL4159,U172,Weightlifting,92,2024-09-13,8.5,112
AL4160,U322,Running,566,2024-03-13,16.04,11
AL4161,U927,Weightlifting,619,2024-11-23,6.52,113
AL4162,U795,Cycling,230,2024-08-10,11.26,59
AL4163,U1200,Cycling,538,2024-04-29,18.32,84
AL4164,U1013,Weightlifting,680,2024-03-13,17.02,103
AL4165,U2632,Cycling,674,2024-06-02,14.91,37
AL4166,U1595,Running,626,2024-06-03,8.13,76
AL4167,U1404,Running,466,2024-05-30,16.49,14
AL4168,U1282,Running,209,2024-03-13,18.33,33
AL4169,U1002,Cycling,409,2024-05-04,0.53,49
AL4170,U1747,Weightlifting,652,2024-09-30,13.29,110
AL4171,U501,Weightlifting,346,2024-04-25,8.06,67
AL4172,U94,Weightlifting,445,2024-11-25,16.94,100
AL4173,U2076,Cycling,487,2024-09-07,5.2,119
AL4174,U2908,Weightlifting,693,2024-08-08,5.25,86
AL4175,U2836,Cycling,753,2024-01-26,10.26,62
AL4176,U1545,Cycling,143,2024-11-25,10.73,20
AL4177,U908,Cycling,631,2024-08-28,13.57,32
AL4178,U663,Weightlifting,59,2024-09-01,1.24,58
AL4179,U1978,Cycling,774,2024-03-05,1.45,45
AL4180,U2749,Cycling,493,2024-11-15,6.82,55
AL4181,U2703,Running,75,2024-05-01,14.31,102
AL4182,U577,Weightlifting,509,2024-02-17,6.33,27
AL4183,U2910,Weightlifting,313,2024-09-24,16.85,92
AL4184,U2258,Cycling,549,2024-02-15,10.25,44
AL4185,U960,Weightlifting,175,2024-06-29,12.53,90
AL4186,U249,Cycling,610,2024-02-27,11.87,54
AL4187,U2181,Cycling,119,2024-08-07,12.43,108
AL4188,U2931,Cycling,496,2024-09-17,3.02,100
AL4189,U809,Weightlifting,219,2024-06-11,18.67,94
AL4190,U158,Cycling,383,2024-05-24,2.11,115
AL4191,U2455,Cycling,177,2024-06-19,15.47,70
AL4192,U538,Cycling,513,2024-10-16,14.98,35
AL4193,U2835,Running,443,2024-02-16,3.26,42
AL4194,U670,Weightlifting,326,2024-03-04,1.7,51
AL4195,U1341,Weightlifting,634,2024-06-18,13.79,80
AL4196,U2070,Cycling,713,2024-11-22,15.85,54
AL4197,U2167,Running,401,2024-04-11,5.6,51
AL4198,U2406,Weightlifting,211,2024-07-09,16.87,46
AL4199,U2620,Running,233,2024-10-29,7.29,50
AL4200,U2460,Weightlifting,214,2024-07-21,5.4,96
AL4201,U2952,Weightlifting,774,2024-10-19,8.14,70
AL4202,U308,Cycling,102,2024-08-21,3.25,34
AL4203,U470,Cycling,99,2024-08-15,3.54,78
AL4204,U1732,Weightlifting,399,2024-08-21,8.53,53
AL4205,U2329,Cycling,221,2024-07-30,10.82,17
AL4206,U265,Cycling,272,2024-02-08,7.32,92
AL4207,U932,Running,315,2024-07-11,8.39,20
AL4208,U1344,Weightlifting,253,2024-07-23,4.2,33
AL4209,U625,Weightlifting,564,2024-11-25,8.03,110
AL4210,U2066,Cycling,393,2024-10-13,4.88,108
AL4211,U1029,Weightlifting,116,2024-06-08,15.93,116
AL4212,U2151,Weightlifting,219,2024-10-20,8.53,100
AL4213,U574,Cycling,733,2024-04-09,7.46,84
AL4214,U1340,Weightlifting,569,2024-04-30,8.75,10
AL4215,U2529,Weightlifting,574,2024-01-24,15.51,79
AL4216,U1026,Weightlifting,127,2024-10-06,3.78,90
AL4217,U2127,Weightlifting,136,2024-09-02,1.73,20
AL4218,U774,Running,365,2024-10-16,2.95,55
AL4219,U1263,Running,698,2024-06-09,0.9,114
AL4220,U1436,Weightlifting,760,2024-09-17,19.94,30
AL4221,U68,Running,385,2024-05-28,9.9,90
AL4222,U881,Weightlifting,433,2024-05-15,2.64,26
AL4223,U2468,Running,431,2024-11-19,15.42,63
AL4224,U1269,Cycling,437,2024-11-08,7.67,42
AL4225,U2813,Cycling,610,2024-01-10,1.99,94
AL4226,U1183,Running,106,2024-04-07,9.08,53
AL4227,U2821,Running,219,2024-09-29,16.71,44
AL4228,U2131,Cycling,776,2024-03-22,7.33,112
AL4229,U1156,Cycling,346,2024-02-29,3.29,16
AL4230,U925,Cycling,274,2024-03-12,16.37,33
AL4231,U1879,Weightlifting,291,2024-11-24,7.15,13
AL4232,U1943,Running,168,2024-07-23,14.26,27
AL4233,U205,Cycling,258,2024-04-15,3.54,118
AL4234,U2414,Cycling,347,2024-04-26,17.48,81
AL4235,U1317,Weightlifting,379,2024-08-21,5.31,79
AL4236,U708,Weightlifting,153,2024-01-07,16.09,41
AL4237,U904,Cycling,731,2024-07-19,6.8,67
AL4238,U314,Weightlifting,227,2024-05-26,11.98,90
AL4239,U287,Running,529,2024-03-13,12.84,33
AL4240,U2525,Cycling,439,2024-03-28,18.73,29
AL4241,U1153,Cycling,471,2024-10-27,8.23,20
AL4242,U2860,Cycling,519,2024-02-17,18.15,17
AL4243,U374,Running,90,2024-05-07,3.28,46
AL4244,U669,Cycling,468,2024-05-15,18.6,106
AL4245,U92,Weightlifting,264,2024-06-30,2.25,42
AL4246,U1495,Weightlifting,56,2024-05-08,9.21,13
AL4247,U1001,Running,798,2024-10-08,12.33,45
AL4248,U610,Weightlifting,640,2024-01-01,19.71,48
AL4249,U2299,Weightlifting,356,2024-07-21,3.92,20
AL4250,U797,Cycling,78,2024-06-05,14.74,67
AL4251,U1331,Running,659,2024-06-22,3.99,106
AL4252,U794,Running,757,2024-07-22,12.21,37
AL4253,U862,Running,166,2024-08-23,6.5,17
AL4254,U93,Running,61,2024-10-06,4.99,53
AL4255,U1116,Cycling,699,2024-05-20,16.65,11
AL4256,U1862,Running,454,2024-01-24,3.48,97
AL4257,U1599,Cycling,432,2024-05-02,18.08,79
AL4258,U216,Running,182,2024-06-06,18.4,101
AL4259,U91,Running,70,2024-04-07,9.17,50
AL4260,U2647,Weightlifting,201,2024-07-29,11.27,88
AL4261,U135,Running,239,2024-09-08,10.23,29
AL4262,U2280,Weightlifting,535,2024-05-11,6.91,66
AL4263,U2387,Weightlifting,308,2024-03-04,7.78,23
AL4264,U1040,Weightlifting,776,2024-02-23,10.81,80
AL4265,U1022,Weightlifting,467,2024-06-02,12.89,83
AL4266,U2755,Running,786,2024-07-03,3.73,51
AL4267,U2397,Cycling,526,2024-06-24,3.41,98
AL4268,U542,Cycling,564,2024-05-20,14.49,87
AL4269,U901,Weightlifting,216,2024-01-21,1.84,11
AL4270,U1863,Weightlifting,70,2024-02-19,18.4,62
AL4271,U2940,Running,418,2024-05-28,9.47,41
AL4272,U2039,Running,578,2024-06-22,8.08,17
AL4273,U2572,Running,607,2024-01-22,18.89,38
AL4274,U2291,Cycling,550,2024-05-13,5.98,34
AL4275,U2567,Weightlifting,170,2024-10-24,15.15,63
AL4276,U2376,Weightlifting,248,2024-01-22,10.38,92
AL4277,U2757,Cycling,192,2024-04-16,17.21,19
AL4278,U1446,Running,580,2024-02-13,11.44,75
AL4279,U2026,Cycling,376,2024-03-12,1.33,25
AL4280,U906,Weightlifting,316,2024-06-13,19.62,83
AL4281,U1829,Running,202,2024-07-01,3.93,103
AL4282,U1839,Running,243,2024-09-28,13.89,12
AL4283,U1284,Weightlifting,595,2024-05-01,16.98,53
AL4284,U2966,Weightlifting,443,2024-02-03,18.26,42
AL4285,U95,Running,364,2024-11-25,13.9,96
AL4286,U2788,Weightlifting,660,2024-02-07,7.21,106
AL4287,U1411,Running,508,2024-10-25,11.66,109
AL4288,U458,Cycling,117,2024-02-10,16.96,34
AL4289,U713,Running,708,2024-02-06,7.02,70
AL4290,U1149,Running,688,2024-10-17,17.76,52
AL4291,U1150,Running,179,2024-05-31,2.19,55
AL4292,U1751,Cycling,350,2024-03-07,2.82,87
AL4293,U233,Running,245,2024-02-15,19.05,62
AL4294,U352,Running,393,2024-05-02,11.38,33
AL4295,U305,Weightlifting,589,2024-01-12,4.6,72
AL4296,U1525,Cycling,618,2024-01-13,6.61,119
AL4297,U2390,Running,519,2024-10-07,8.47,79
AL4298,U1436,Running,241,2024-06-27,3.84,41
AL4299,U1158,Cycling,789,2024-02-17,9.48,18
AL4300,U1161,Running,222,2024-11-18,15.36,45
AL4301,U2817,Cycling,765,2024-10-13,14.51,114
AL4302,U626,Running,778,2024-04-05,2.26,67
AL4303,U1935,Running,559,2024-05-02,3.22,50
AL4304,U1849,Weightlifting,711,2024-06-20,1.22,97
AL4305,U245,Running,415,2024-05-20,5.13,44
AL4306,U2235,Running,100,2024-04-30,4.16,71
AL4307,U2782,Running,671,2024-03-25,12.54,99
AL4308,U1017,Running,662,2024-05-07,0.62,90
AL4309,U814,Weightlifting,248,2024-03-06,7.78,69
AL4310,U1484,Running,138,2024-02-07,12.29,27
AL4311,U2052,Weightlifting,744,2024-09-17,2.26,52
AL4312,U161,Running,370,2024-07-30,8.32,66
AL4313,U2324,Weightlifting,412,2024-11-23,5.55,38
AL4314,U1783,Weightlifting,596,2024-08-06,17.77,110
AL4315,U2270,Running,62,2024-04-23,3.73,74
AL4316,U1916,Running,617,2024-06-30,18.79,30
AL4317,U2138,Weightlifting,308,2024-02-03,8.04,73
AL4318,U479,Running,270,2024-09-17,14.7,22
AL4319,U2792,Running,101,2024-07-12,13.28,67
AL4320,U369,Running,617,2024-05-25,15.35,51
AL4321,U1413,Weightlifting,711,2024-02-11,10.39,51
AL4322,U577,Cycling,796,2024-04-29,6.74,89
AL4323,U1336,Running,268,2024-05-18,17.03,44
AL4324,U2790,Running,488,2024-04-29,3.92,83
AL4325,U1336,Running,346,2024-06-09,8.45,31
AL4326,U927,Weightlifting,737,2024-07-29,4.18,14
AL4327,U2901,Cycling,458,2024-09-13,17.88,46
AL4328,U1708,Weightlifting,185,2024-07-11,9.14,64
AL4329,U2962,Running,718,2024-03-27,15.28,66
AL4330,U817,Running,170,2024-09-02,11.75,89
AL4331,U1534,Weightlifting,753,2024-01-22,15.95,90
AL4332,U2015,Running,181,2024-06-21,13.88,110
AL4333,U886,Weightlifting,53,2024-05-22,5.38,107
AL4334,U2262,Running,398,2024-08-21,1.48,106
AL4335,U2590,Running,769,2024-05-01,7.76,33
AL4336,U1007,Weightlifting,689,2024-02-22,14.5,45
AL4337,U2518,Running,199,2024-10-09,9.99,63
AL4338,U617,Cycling,661,2024-11-19,15.09,114
AL4339,U606,Cycling,484,2024-10-04,11.36,38
AL4340,U124,Weightlifting,50,2024-07-05,1.22,80
AL4341,U1160,Weightlifting,486,2024-07-03,9.05,105
AL4342,U267,Weightlifting,266,2024-06-23,7.78,84
AL4343,U1889,Running,351,2024-09-24,17.74,26
AL4344,U765,Running,703,2024-01-17,19.77,98
AL4345,U2883,Cycling,99,2024-08-16,16.75,103
AL4346,U2204,Running,515,2024-04-12,10.44,31
AL4347,U1366,Cycling,584,2024-02-28,6.21,23
AL4348,U252,Running,465,2024-11-20,18.8,105
AL4349,U1086,Weightlifting,526,2024-06-21,1.93,39
AL4350,U1358,Cycling,496,2024-05-20,6.83,36
AL4351,U1500,Running,109,2024-03-08,8.48,103
AL4352,U1029,Weightlifting,436,2024-02-12,11.61,68
AL4353,U2493,Cycling,449,2024-03-21,8.66,92
AL4354,U2844,Cycling,86,2024-09-04,14.67,95
AL4355,U457,Cycling,147,2024-03-25,9.04,84
AL4356,U111,Cycling,651,2024-11-15,4.95,65
AL4357,U1042,Weightlifting,408,2024-09-10,2.43,28
AL4358,U1867,Weightlifting,564,2024-10-26,19,119
AL4359,U895,Running,53,2024-04-05,1.9,16
AL4360,U1511,Running,205,2024-04-11,4.16,23
AL4361,U2755,Weightlifting,453,2024-09-30,9.29,48
AL4362,U2842,Weightlifting,343,2024-01-11,13.98,113
AL4363,U2219,Cycling,364,2024-04-05,19.03,74
AL4364,U2526,Cycling,631,2024-08-12,11.16,12
AL4365,U2552,Cycling,337,2024-11-26,4.65,38
AL4366,U2266,Running,385,2024-04-19,11.76,116
AL4367,U1317,Weightlifting,521,2024-07-29,5.78,110
AL4368,U1491,Running,397,2024-02-20,7.85,98
AL4369,U318,Cycling,234,2024-03-13,7.84,30
AL4370,U2051,Weightlifting,293,2024-01-07,18.94,86
AL4371,U1465,Running,169,2024-04-30,13.54,10
AL4372,U2184,Cycling,177,2024-07-13,1.43,73
AL4373,U1474,Cycling,594,2024-01-31,8.81,118
AL4374,U2798,Cycling,165,2024-10-14,4.7,102
AL4375,U82,Running,251,2024-04-19,6.11,50
AL4376,U2748,Weightlifting,398,2024-08-23,17.09,83
AL4377,U1000,Weightlifting,69,2024-04-26,10.71,109
AL4378,U6,Weightlifting,85,2024-11-08,10.93,27
AL4379,U2484,Cycling,642,2024-06-22,17.54,77
AL4380,U1908,Weightlifting,364,2024-07-28,14.29,91
AL4381,U2130,Weightlifting,89,2024-11-01,1.92,39
AL4382,U2068,Cycling,312,2024-05-25,2.74,86
AL4383,U1871,Running,121,2024-10-22,2.4,107
AL4384,U2277,Weightlifting,536,2024-10-09,6.82,53
AL4385,U2053,Running,522,2024-08-11,3.44,75
AL4386,U962,Weightlifting,144,2024-02-16,7.29,100
AL4387,U2930,Weightlifting,166,2024-04-12,18.57,120
AL4388,U2441,Running,108,2024-08-23,2.54,99
AL4389,U116,Running,744,2024-11-17,16.24,31
AL4390,U625,Weightlifting,261,2024-07-24,17.71,41
AL4391,U2512,Running,255,2024-04-17,5.9,85
AL4392,U1771,Running,99,2024-06-02,7.21,72
AL4393,U1984,Running,249,2024-08-18,9.35,82
AL4394,U1369,Cycling,625,2024-04-30,8.34,12
AL4395,U1579,Cycling,400,2024-02-14,2.01,84
