LogID,UserID,MealName,CalorieCount,Macronutrients,MealCategory,DateLogged
NL3931,U737,such,1396,"Carbs: 21, Proteins: 33, Fats: 14",Breakfast,2024-02-08
NL3932,U2038,material,912,"Carbs: 11, Proteins: 24, Fats: 19",Breakfast,2024-01-26
NL3933,U261,evening,547,"Carbs: 20, Proteins: 32, Fats: 10",Snack,2024-08-04
NL3934,U250,window,523,"Carbs: 52, Proteins: 40, Fats: 21",Lunch,2024-11-23
NL3935,U2876,agree,795,"Carbs: 93, Proteins: 45, Fats: 12",Lunch,2024-11-24
NL3936,U2575,size,887,"Carbs: 11, Proteins: 13, Fats: 11",Lunch,2024-10-20
NL3937,U1102,may,1059,"Carbs: 37, Proteins: 36, Fats: 19",Breakfast,2024-03-21
NL3938,U1959,discuss,977,"Carbs: 16, Proteins: 40, Fats: 30",Breakfast,2024-01-27
NL3939,U613,dark,654,"Carbs: 96, Proteins: 19, Fats: 19",Lunch,2024-10-22
NL3940,U2855,former,415,"Carbs: 32, Proteins: 14, Fats: 6",Lunch,2024-02-07
NL3941,U1796,large,1499,"Carbs: 88, Proteins: 39, Fats: 25",Lunch,2024-10-21
NL3942,U1488,new,1399,"Carbs: 13, Proteins: 31, Fats: 16",Lunch,2024-09-24
NL3943,U2409,lay,743,"Carbs: 15, Proteins: 29, Fats: 12",Dinner,2024-02-27
NL3944,U2230,other,455,"Carbs: 21, Proteins: 44, Fats: 27",Lunch,2024-08-17
NL3945,U179,property,760,"Carbs: 81, Proteins: 19, Fats: 8",Breakfast,2024-07-11
NL3946,U2965,shoulder,952,"Carbs: 15, Proteins: 12, Fats: 17",Lunch,2024-11-21
NL3947,U1234,another,1167,"Carbs: 36, Proteins: 23, Fats: 23",Breakfast,2024-02-10
NL3948,U1199,young,1016,"Carbs: 70, Proteins: 36, Fats: 5",Dinner,2024-07-28
NL3949,U476,say,279,"Carbs: 40, Proteins: 32, Fats: 20",Lunch,2024-07-21
NL3950,U814,floor,1191,"Carbs: 61, Proteins: 42, Fats: 28",Dinner,2024-06-07
NL3951,U1602,dark,1433,"Carbs: 92, Proteins: 46, Fats: 20",Dinner,2024-05-19
NL3952,U994,everything,907,"Carbs: 96, Proteins: 35, Fats: 23",Snack,2024-01-04
NL3953,U1632,action,884,"Carbs: 16, Proteins: 30, Fats: 23",Lunch,2024-03-19
NL3954,U2268,avoid,535,"Carbs: 49, Proteins: 41, Fats: 5",Lunch,2024-03-06
NL3955,U929,water,1299,"Carbs: 67, Proteins: 42, Fats: 27",Snack,2024-02-26
NL3956,U1935,such,499,"Carbs: 37, Proteins: 20, Fats: 7",Snack,2024-01-17
NL3957,U1585,measure,565,"Carbs: 33, Proteins: 22, Fats: 12",Dinner,2024-06-09
NL3958,U531,stop,652,"Carbs: 61, Proteins: 36, Fats: 16",Snack,2024-02-18
NL3959,U2608,million,897,"Carbs: 37, Proteins: 28, Fats: 14",Breakfast,2024-08-02
NL3960,U2382,either,1118,"Carbs: 18, Proteins: 22, Fats: 14",Breakfast,2024-10-08
NL3961,U674,low,948,"Carbs: 45, Proteins: 20, Fats: 20",Dinner,2024-09-05
NL3962,U2534,according,698,"Carbs: 71, Proteins: 22, Fats: 11",Breakfast,2024-10-21
NL3963,U310,around,851,"Carbs: 91, Proteins: 43, Fats: 5",Lunch,2024-05-18
NL3964,U1601,state,610,"Carbs: 89, Proteins: 32, Fats: 9",Snack,2024-07-25
NL3965,U1071,book,317,"Carbs: 65, Proteins: 16, Fats: 7",Dinner,2024-03-02
NL3966,U442,again,1408,"Carbs: 70, Proteins: 22, Fats: 9",Breakfast,2024-11-25
NL3967,U977,accept,1028,"Carbs: 69, Proteins: 31, Fats: 24",Lunch,2024-03-05
NL3968,U1863,program,363,"Carbs: 30, Proteins: 28, Fats: 13",Lunch,2024-09-18
NL3969,U1318,daughter,1500,"Carbs: 19, Proteins: 17, Fats: 7",Lunch,2024-01-14
NL3970,U2512,seek,1144,"Carbs: 15, Proteins: 41, Fats: 30",Dinner,2024-06-06
NL3971,U804,total,527,"Carbs: 27, Proteins: 12, Fats: 13",Breakfast,2024-01-10
NL3972,U773,foot,1427,"Carbs: 27, Proteins: 24, Fats: 17",Snack,2024-04-07
NL3973,U2568,east,1457,"Carbs: 46, Proteins: 17, Fats: 7",Snack,2024-05-21
NL3974,U2876,last,1027,"Carbs: 24, Proteins: 32, Fats: 17",Breakfast,2024-05-04
NL3975,U2516,visit,1381,"Carbs: 58, Proteins: 32, Fats: 15",Dinner,2024-01-18
NL3976,U1270,body,580,"Carbs: 79, Proteins: 22, Fats: 6",Snack,2024-09-23
NL3977,U2831,road,1075,"Carbs: 13, Proteins: 47, Fats: 27",Lunch,2024-09-17
NL3978,U1114,big,766,"Carbs: 61, Proteins: 49, Fats: 6",Snack,2024-01-16
NL3979,U310,form,1019,"Carbs: 80, Proteins: 19, Fats: 30",Dinner,2024-01-11
NL3980,U1201,young,866,"Carbs: 48, Proteins: 15, Fats: 13",Snack,2024-09-21
NL3981,U560,necessary,730,"Carbs: 32, Proteins: 40, Fats: 14",Lunch,2024-01-31
NL3982,U1607,want,695,"Carbs: 28, Proteins: 11, Fats: 26",Breakfast,2024-04-05
NL3983,U2970,plan,946,"Carbs: 29, Proteins: 17, Fats: 29",Lunch,2024-07-11
NL3984,U356,other,482,"Carbs: 83, Proteins: 48, Fats: 22",Snack,2024-07-11
NL3985,U2594,institution,1043,"Carbs: 63, Proteins: 22, Fats: 5",Snack,2024-10-24
NL3986,U558,true,575,"Carbs: 65, Proteins: 40, Fats: 19",Dinner,2024-10-04
NL3987,U2959,every,739,"Carbs: 33, Proteins: 11, Fats: 12",Snack,2024-06-16
NL3988,U1624,possible,956,"Carbs: 23, Proteins: 15, Fats: 26",Lunch,2024-09-04
NL3989,U916,use,967,"Carbs: 33, Proteins: 15, Fats: 18",Dinner,2024-03-06
NL3990,U903,west,1023,"Carbs: 87, Proteins: 17, Fats: 17",Dinner,2024-01-20
NL3991,U2027,image,647,"Carbs: 26, Proteins: 34, Fats: 14",Lunch,2024-06-25
NL3992,U1990,while,663,"Carbs: 98, Proteins: 27, Fats: 21",Snack,2024-06-22
NL3993,U992,toward,262,"Carbs: 67, Proteins: 25, Fats: 16",Dinner,2024-04-02
NL3994,U623,travel,1243,"Carbs: 47, Proteins: 23, Fats: 18",Snack,2024-11-14
NL3995,U277,tend,973,"Carbs: 19, Proteins: 19, Fats: 10",Lunch,2024-09-23
NL3996,U373,thought,979,"Carbs: 53, Proteins: 49, Fats: 16",Snack,2024-06-16
NL3997,U2337,management,939,"Carbs: 67, Proteins: 12, Fats: 22",Breakfast,2024-11-19
NL3998,U2666,throw,923,"Carbs: 78, Proteins: 33, Fats: 18",Snack,2024-03-15
NL3999,U1431,interview,1379,"Carbs: 33, Proteins: 26, Fats: 10",Dinner,2024-01-15
NL4000,U1706,you,989,"Carbs: 70, Proteins: 37, Fats: 12",Dinner,2024-01-19
NL4001,U171,strategy,1451,"Carbs: 56, Proteins: 18, Fats: 6",Breakfast,2024-06-27
NL4002,U1962,service,923,"Carbs: 53, Proteins: 16, Fats: 10",Snack,2024-07-31
NL4003,U1816,moment,1235,"Carbs: 22, Proteins: 12, Fats: 7",Lunch,2024-02-25
NL4004,U124,system,557,"Carbs: 60, Proteins: 39, Fats: 11",Lunch,2024-11-01
NL4005,U2319,probably,758,"Carbs: 87, Proteins: 10, Fats: 8",Lunch,2024-01-15
NL4006,U2524,play,577,"Carbs: 16, Proteins: 50, Fats: 11",Lunch,2024-08-14
NL4007,U2254,husband,823,"Carbs: 10, Proteins: 48, Fats: 22",Breakfast,2024-07-03
NL4008,U2173,provide,1446,"Carbs: 68, Proteins: 39, Fats: 28",Snack,2024-03-01
NL4009,U2393,record,1388,"Carbs: 57, Proteins: 24, Fats: 14",Snack,2024-10-20
NL4010,U709,tree,526,"Carbs: 28, Proteins: 42, Fats: 9",Dinner,2024-07-10
NL4011,U1828,staff,937,"Carbs: 36, Proteins: 11, Fats: 11",Breakfast,2024-10-18
NL4012,U1301,by,1449,"Carbs: 63, Proteins: 15, Fats: 28",Lunch,2024-01-24
NL4013,U879,anyone,284,"Carbs: 91, Proteins: 15, Fats: 11",Dinner,2024-03-11
NL4014,U2111,model,1299,"Carbs: 69, Proteins: 50, Fats: 8",Dinner,2024-05-14
NL4015,U47,task,1436,"Carbs: 49, Proteins: 39, Fats: 23",Snack,2024-07-29
NL4016,U1707,nearly,332,"Carbs: 10, Proteins: 34, Fats: 18",Snack,2024-04-09
NL4017,U989,mention,335,"Carbs: 13, Proteins: 21, Fats: 14",Snack,2024-07-16
NL4018,U2867,small,1356,"Carbs: 26, Proteins: 43, Fats: 22",Dinner,2024-03-12
NL4019,U2093,challenge,796,"Carbs: 37, Proteins: 40, Fats: 24",Lunch,2024-08-01
NL4020,U1902,special,951,"Carbs: 32, Proteins: 11, Fats: 5",Breakfast,2024-08-07
NL4021,U149,former,1191,"Carbs: 75, Proteins: 38, Fats: 6",Breakfast,2024-03-28
NL4022,U970,picture,809,"Carbs: 96, Proteins: 48, Fats: 11",Dinner,2024-11-24
NL4023,U2382,large,553,"Carbs: 81, Proteins: 31, Fats: 17",Breakfast,2024-02-14
NL4024,U2161,man,1016,"Carbs: 18, Proteins: 39, Fats: 12",Lunch,2024-01-15
NL4025,U143,relate,847,"Carbs: 42, Proteins: 28, Fats: 14",Breakfast,2024-06-30
NL4026,U846,six,1340,"Carbs: 43, Proteins: 27, Fats: 29",Snack,2024-04-06
NL4027,U2100,job,1092,"Carbs: 57, Proteins: 17, Fats: 21",Dinner,2024-07-17
NL4028,U740,teacher,1411,"Carbs: 32, Proteins: 47, Fats: 13",Dinner,2024-01-06
NL4029,U200,social,1418,"Carbs: 45, Proteins: 44, Fats: 29",Lunch,2024-05-25
NL4030,U58,boy,269,"Carbs: 34, Proteins: 37, Fats: 29",Dinner,2024-08-23
NL4031,U101,matter,1400,"Carbs: 69, Proteins: 22, Fats: 12",Lunch,2024-10-15
NL4032,U589,break,1050,"Carbs: 74, Proteins: 27, Fats: 28",Snack,2024-07-14
NL4033,U288,present,861,"Carbs: 51, Proteins: 50, Fats: 5",Lunch,2024-05-25
NL4034,U1392,low,575,"Carbs: 20, Proteins: 24, Fats: 14",Snack,2024-09-12
NL4035,U1797,account,1419,"Carbs: 21, Proteins: 38, Fats: 22",Lunch,2024-11-25
NL4036,U208,property,436,"Carbs: 62, Proteins: 21, Fats: 5",Dinner,2024-03-17
NL4037,U267,sign,691,"Carbs: 77, Proteins: 36, Fats: 7",Dinner,2024-02-22
NL4038,U2447,quality,527,"Carbs: 37, Proteins: 47, Fats: 17",Breakfast,2024-04-26
NL4039,U277,any,968,"Carbs: 97, Proteins: 11, Fats: 11",Breakfast,2024-09-16
NL4040,U850,big,381,"Carbs: 62, Proteins: 18, Fats: 5",Breakfast,2024-07-20
NL4041,U774,become,238,"Carbs: 59, Proteins: 31, Fats: 23",Dinner,2024-09-21
NL4042,U1423,future,578,"Carbs: 13, Proteins: 16, Fats: 8",Snack,2024-06-08
NL4043,U118,health,437,"Carbs: 47, Proteins: 11, Fats: 13",Dinner,2024-08-23
NL4044,U1124,term,1021,"Carbs: 31, Proteins: 13, Fats: 6",Snack,2024-11-02
NL4045,U2638,message,1116,"Carbs: 76, Proteins: 15, Fats: 15",Breakfast,2024-05-06
NL4046,U2136,hair,442,"Carbs: 43, Proteins: 38, Fats: 7",Lunch,2024-02-21
NL4047,U1619,mind,888,"Carbs: 24, Proteins: 35, Fats: 25",Snack,2024-03-20
NL4048,U2354,Mrs,1254,"Carbs: 30, Proteins: 30, Fats: 14",Snack,2024-04-12
NL4049,U1553,set,1271,"Carbs: 20, Proteins: 25, Fats: 7",Lunch,2024-10-02
NL4050,U1365,strong,868,"Carbs: 94, Proteins: 18, Fats: 7",Lunch,2024-01-25
NL4051,U1637,hold,637,"Carbs: 22, Proteins: 42, Fats: 27",Dinner,2024-03-11
NL4052,U127,I,1036,"Carbs: 95, Proteins: 42, Fats: 20",Breakfast,2024-05-06
NL4053,U2394,after,992,"Carbs: 82, Proteins: 14, Fats: 12",Breakfast,2024-11-21
NL4054,U427,recognize,890,"Carbs: 66, Proteins: 28, Fats: 9",Snack,2024-07-28
NL4055,U2047,director,458,"Carbs: 16, Proteins: 30, Fats: 30",Snack,2024-09-26
NL4056,U2169,blood,885,"Carbs: 39, Proteins: 42, Fats: 29",Snack,2024-11-18
NL4057,U411,movie,1283,"Carbs: 58, Proteins: 46, Fats: 18",Lunch,2024-09-19
NL4058,U1261,whom,1477,"Carbs: 46, Proteins: 16, Fats: 18",Snack,2024-10-04
NL4059,U1336,old,355,"Carbs: 29, Proteins: 37, Fats: 12",Breakfast,2024-05-05
NL4060,U255,black,790,"Carbs: 89, Proteins: 46, Fats: 20",Breakfast,2024-03-05
NL4061,U596,nature,641,"Carbs: 43, Proteins: 45, Fats: 23",Breakfast,2024-01-19
NL4062,U2246,full,630,"Carbs: 49, Proteins: 23, Fats: 24",Dinner,2024-11-21
NL4063,U1738,face,567,"Carbs: 36, Proteins: 28, Fats: 9",Lunch,2024-10-17
NL4064,U345,life,1206,"Carbs: 19, Proteins: 44, Fats: 19",Snack,2024-04-12
NL4065,U2820,partner,609,"Carbs: 30, Proteins: 25, Fats: 9",Snack,2024-04-10
NL4066,U2888,realize,1479,"Carbs: 30, Proteins: 10, Fats: 5",Breakfast,2024-05-09
NL4067,U2233,economic,1311,"Carbs: 30, Proteins: 48, Fats: 18",Lunch,2024-06-16
NL4068,U1820,represent,1455,"Carbs: 77, Proteins: 15, Fats: 10",Breakfast,2024-11-15
NL4069,U2348,rock,1271,"Carbs: 63, Proteins: 43, Fats: 12",Snack,2024-02-22
NL4070,U607,decision,452,"Carbs: 39, Proteins: 31, Fats: 8",Breakfast,2024-06-03
NL4071,U161,fast,972,"Carbs: 100, Proteins: 34, Fats: 5",Dinner,2024-05-25
NL4072,U567,how,1054,"Carbs: 70, Proteins: 16, Fats: 25",Breakfast,2024-02-12
NL4073,U136,them,657,"Carbs: 87, Proteins: 37, Fats: 14",Lunch,2024-06-22
NL4074,U973,campaign,1366,"Carbs: 70, Proteins: 13, Fats: 26",Snack,2024-07-09
NL4075,U956,activity,1143,"Carbs: 100, Proteins: 10, Fats: 14",Dinner,2024-11-03
NL4076,U1637,rest,1315,"Carbs: 77, Proteins: 29, Fats: 17",Snack,2024-04-26
NL4077,U297,able,1385,"Carbs: 83, Proteins: 44, Fats: 17",Breakfast,2024-10-11
NL4078,U1383,rather,986,"Carbs: 74, Proteins: 44, Fats: 10",Dinner,2024-05-16
NL4079,U958,interest,708,"Carbs: 43, Proteins: 24, Fats: 21",Lunch,2024-11-15
NL4080,U2562,him,695,"Carbs: 61, Proteins: 45, Fats: 8",Breakfast,2024-01-30
NL4081,U227,whatever,1130,"Carbs: 82, Proteins: 46, Fats: 29",Breakfast,2024-01-28
NL4082,U2374,garden,507,"Carbs: 40, Proteins: 39, Fats: 19",Dinner,2024-09-06
NL4083,U1344,base,706,"Carbs: 92, Proteins: 35, Fats: 18",Dinner,2024-06-16
NL4084,U649,gas,824,"Carbs: 26, Proteins: 43, Fats: 26",Dinner,2024-08-21
NL4085,U1449,cut,1375,"Carbs: 12, Proteins: 25, Fats: 7",Lunch,2024-07-02
NL4086,U1035,meeting,589,"Carbs: 88, Proteins: 41, Fats: 24",Breakfast,2024-03-04
NL4087,U14,environment,989,"Carbs: 66, Proteins: 21, Fats: 11",Snack,2024-02-17
NL4088,U1766,break,1089,"Carbs: 37, Proteins: 24, Fats: 8",Dinner,2024-11-25
NL4089,U2940,through,1088,"Carbs: 95, Proteins: 33, Fats: 7",Dinner,2024-05-30
NL4090,U961,manager,746,"Carbs: 23, Proteins: 40, Fats: 26",Breakfast,2024-05-16
NL4091,U2708,bag,252,"Carbs: 63, Proteins: 31, Fats: 9",Breakfast,2024-09-05
NL4092,U544,lot,245,"Carbs: 34, Proteins: 10, Fats: 14",Lunch,2024-10-23
NL4093,U1377,race,321,"Carbs: 88, Proteins: 24, Fats: 26",Snack,2024-04-07
NL4094,U2164,research,471,"Carbs: 31, Proteins: 32, Fats: 20",Breakfast,2024-09-21
NL4095,U387,decade,694,"Carbs: 92, Proteins: 32, Fats: 17",Snack,2024-11-03
NL4096,U407,carry,228,"Carbs: 49, Proteins: 14, Fats: 17",Snack,2024-08-18
NL4097,U318,evidence,542,"Carbs: 54, Proteins: 11, Fats: 21",Dinner,2024-11-01
NL4098,U764,rich,1285,"Carbs: 47, Proteins: 38, Fats: 30",Breakfast,2024-09-10
NL4099,U2341,decade,1115,"Carbs: 55, Proteins: 38, Fats: 13",Breakfast,2024-10-09
NL4100,U2420,scientist,508,"Carbs: 44, Proteins: 34, Fats: 21",Dinner,2024-07-15
NL4101,U686,yourself,623,"Carbs: 31, Proteins: 25, Fats: 22",Snack,2024-08-11
NL4102,U979,anything,611,"Carbs: 33, Proteins: 10, Fats: 5",Lunch,2024-05-25
NL4103,U2644,drug,228,"Carbs: 38, Proteins: 24, Fats: 7",Breakfast,2024-06-22
NL4104,U1952,away,1355,"Carbs: 82, Proteins: 32, Fats: 8",Snack,2024-07-21
NL4105,U2282,note,1395,"Carbs: 82, Proteins: 13, Fats: 28",Breakfast,2024-07-06
NL4106,U328,possible,769,"Carbs: 78, Proteins: 10, Fats: 8",Lunch,2024-06-21
NL4107,U1843,much,1418,"Carbs: 59, Proteins: 35, Fats: 12",Snack,2024-11-25
NL4108,U881,police,1303,"Carbs: 96, Proteins: 48, Fats: 29",Dinner,2024-07-08
NL4109,U1166,future,1462,"Carbs: 25, Proteins: 30, Fats: 29",Lunch,2024-07-26
NL4110,U64,subject,272,"Carbs: 55, Proteins: 16, Fats: 14",Snack,2024-06-27
NL4111,U1404,occur,1358,"Carbs: 89, Proteins: 39, Fats: 17",Snack,2024-02-24
NL4112,U2715,young,693,"Carbs: 78, Proteins: 43, Fats: 10",Lunch,2024-05-15
NL4113,U879,clearly,1135,"Carbs: 21, Proteins: 13, Fats: 5",Lunch,2024-04-18
NL4114,U1864,recognize,540,"Carbs: 88, Proteins: 43, Fats: 14",Dinner,2024-03-01
NL4115,U1636,simple,988,"Carbs: 33, Proteins: 14, Fats: 16",Snack,2024-04-17
NL4116,U960,detail,1027,"Carbs: 94, Proteins: 26, Fats: 25",Breakfast,2024-07-04
NL4117,U2027,Congress,939,"Carbs: 46, Proteins: 44, Fats: 8",Lunch,2024-02-24
NL4118,U2590,act,1197,"Carbs: 87, Proteins: 36, Fats: 22",Lunch,2024-09-03
NL4119,U2198,yourself,1320,"Carbs: 72, Proteins: 20, Fats: 30",Lunch,2024-08-05
NL4120,U1439,particularly,987,"Carbs: 22, Proteins: 18, Fats: 12",Snack,2024-02-22
NL4121,U2030,cell,397,"Carbs: 46, Proteins: 17, Fats: 14",Dinner,2024-05-06
NL4122,U2590,just,1276,"Carbs: 52, Proteins: 15, Fats: 21",Lunch,2024-10-20
NL4123,U2819,like,226,"Carbs: 27, Proteins: 17, Fats: 24",Snack,2024-08-20
NL4124,U2778,weight,1498,"Carbs: 80, Proteins: 21, Fats: 6",Lunch,2024-05-29
NL4125,U1020,Congress,1066,"Carbs: 56, Proteins: 42, Fats: 15",Breakfast,2024-05-27
NL4126,U48,rise,934,"Carbs: 80, Proteins: 25, Fats: 20",Lunch,2024-09-04
NL4127,U450,off,293,"Carbs: 84, Proteins: 14, Fats: 9",Breakfast,2024-11-14
NL4128,U2505,among,1051,"Carbs: 59, Proteins: 21, Fats: 28",Dinner,2024-05-05
NL4129,U1513,option,1249,"Carbs: 39, Proteins: 12, Fats: 12",Snack,2024-05-27
NL4130,U1418,visit,435,"Carbs: 90, Proteins: 42, Fats: 5",Dinner,2024-09-23
NL4131,U2996,bit,271,"Carbs: 51, Proteins: 43, Fats: 7",Snack,2024-06-05
NL4132,U2271,happen,1362,"Carbs: 47, Proteins: 14, Fats: 23",Dinner,2024-04-25
NL4133,U1105,about,1158,"Carbs: 33, Proteins: 10, Fats: 21",Snack,2024-09-22
NL4134,U1709,then,816,"Carbs: 44, Proteins: 15, Fats: 18",Snack,2024-09-02
NL4135,U1803,resource,1020,"Carbs: 72, Proteins: 12, Fats: 30",Breakfast,2024-04-12
NL4136,U711,against,1111,"Carbs: 78, Proteins: 26, Fats: 5",Breakfast,2024-08-04
NL4137,U1799,Mrs,1065,"Carbs: 98, Proteins: 24, Fats: 15",Dinner,2024-06-07
NL4138,U1662,response,620,"Carbs: 63, Proteins: 33, Fats: 10",Lunch,2024-02-21
NL4139,U347,arrive,1157,"Carbs: 57, Proteins: 44, Fats: 29",Snack,2024-10-31
NL4140,U947,seven,1252,"Carbs: 15, Proteins: 22, Fats: 11",Snack,2024-02-06
NL4141,U2234,card,1110,"Carbs: 43, Proteins: 34, Fats: 9",Lunch,2024-11-13
NL4142,U2998,best,673,"Carbs: 33, Proteins: 26, Fats: 9",Snack,2024-04-10
NL4143,U1303,chair,1135,"Carbs: 87, Proteins: 44, Fats: 17",Snack,2024-05-25
NL4144,U2718,run,1201,"Carbs: 36, Proteins: 49, Fats: 10",Dinner,2024-11-25
NL4145,U2302,foot,241,"Carbs: 52, Proteins: 11, Fats: 5",Snack,2024-11-14
NL4146,U1000,still,963,"Carbs: 13, Proteins: 19, Fats: 19",Dinner,2024-02-08
NL4147,U1598,always,1337,"Carbs: 10, Proteins: 44, Fats: 26",Snack,2024-10-04
NL4148,U1779,million,714,"Carbs: 80, Proteins: 29, Fats: 19",Snack,2024-04-24
NL4149,U25,drop,850,"Carbs: 100, Proteins: 41, Fats: 13",Lunch,2024-07-21
NL4150,U2170,maintain,865,"Carbs: 31, Proteins: 26, Fats: 22",Dinner,2024-03-22
NL4151,U77,million,655,"Carbs: 14, Proteins: 47, Fats: 17",Snack,2024-04-26
NL4152,U4,her,361,"Carbs: 18, Proteins: 14, Fats: 5",Breakfast,2024-11-10
NL4153,U2463,degree,605,"Carbs: 92, Proteins: 33, Fats: 5",Lunch,2024-09-06
NL4154,U1892,writer,1291,"Carbs: 12, Proteins: 26, Fats: 13",Breakfast,2024-07-06
NL4155,U519,relate,570,"Carbs: 79, Proteins: 47, Fats: 23",Breakfast,2024-10-04
NL4156,U286,easy,465,"Carbs: 13, Proteins: 24, Fats: 20",Breakfast,2024-10-04
NL4157,U800,specific,407,"Carbs: 12, Proteins: 23, Fats: 24",Lunch,2024-05-23
NL4158,U1506,still,1381,"Carbs: 70, Proteins: 46, Fats: 19",Dinner,2024-10-04
NL4159,U60,they,1286,"Carbs: 50, Proteins: 45, Fats: 30",Lunch,2024-02-18
NL4160,U1269,at,1426,"Carbs: 14, Proteins: 28, Fats: 26",Lunch,2024-04-02
NL4161,U2059,high,1220,"Carbs: 87, Proteins: 47, Fats: 26",Snack,2024-02-05
NL4162,U737,rate,925,"Carbs: 24, Proteins: 27, Fats: 6",Snack,2024-09-15
NL4163,U2168,every,1292,"Carbs: 26, Proteins: 27, Fats: 14",Dinner,2024-03-21
NL4164,U2327,American,668,"Carbs: 77, Proteins: 42, Fats: 10",Snack,2024-09-23
NL4165,U1011,model,338,"Carbs: 24, Proteins: 25, Fats: 7",Lunch,2024-01-13
NL4166,U2414,less,1087,"Carbs: 96, Proteins: 26, Fats: 8",Breakfast,2024-09-04
NL4167,U1362,base,1443,"Carbs: 84, Proteins: 45, Fats: 12",Dinner,2024-08-30
NL4168,U2161,figure,611,"Carbs: 78, Proteins: 44, Fats: 20",Lunch,2024-05-19
NL4169,U2042,forget,1339,"Carbs: 68, Proteins: 50, Fats: 5",Lunch,2024-05-09
NL4170,U2813,fire,972,"Carbs: 37, Proteins: 42, Fats: 15",Lunch,2024-10-02
NL4171,U2309,official,376,"Carbs: 43, Proteins: 35, Fats: 19",Lunch,2024-03-05
NL4172,U748,moment,1435,"Carbs: 53, Proteins: 20, Fats: 12",Snack,2024-10-18
NL4173,U1863,leg,444,"Carbs: 17, Proteins: 41, Fats: 28",Lunch,2024-03-20
NL4174,U1226,tell,225,"Carbs: 92, Proteins: 36, Fats: 20",Snack,2024-04-01
NL4175,U2530,fly,1231,"Carbs: 78, Proteins: 28, Fats: 12",Breakfast,2024-04-10
NL4176,U2023,black,1114,"Carbs: 85, Proteins: 39, Fats: 30",Breakfast,2024-11-08
NL4177,U398,mission,1138,"Carbs: 58, Proteins: 33, Fats: 23",Snack,2024-02-07
NL4178,U364,black,1029,"Carbs: 86, Proteins: 11, Fats: 21",Breakfast,2024-03-22
NL4179,U1774,class,1012,"Carbs: 70, Proteins: 23, Fats: 15",Breakfast,2024-03-04
NL4180,U92,cause,1017,"Carbs: 19, Proteins: 43, Fats: 10",Dinner,2024-03-24
NL4181,U1678,call,808,"Carbs: 51, Proteins: 12, Fats: 14",Lunch,2024-07-18
NL4182,U2557,indicate,1269,"Carbs: 52, Proteins: 17, Fats: 9",Snack,2024-04-21
NL4183,U2235,smile,1264,"Carbs: 82, Proteins: 43, Fats: 20",Breakfast,2024-07-02
NL4184,U2936,animal,1047,"Carbs: 40, Proteins: 43, Fats: 26",Dinner,2024-02-18
NL4185,U2761,strong,992,"Carbs: 74, Proteins: 32, Fats: 18",Dinner,2024-11-21
NL4186,U2323,in,1028,"Carbs: 68, Proteins: 28, Fats: 20",Breakfast,2024-03-04
NL4187,U962,anything,513,"Carbs: 59, Proteins: 26, Fats: 15",Breakfast,2024-04-28
NL4188,U754,attention,422,"Carbs: 19, Proteins: 33, Fats: 18",Dinner,2024-03-05
NL4189,U2334,which,415,"Carbs: 41, Proteins: 42, Fats: 14",Lunch,2024-04-14
NL4190,U918,matter,311,"Carbs: 97, Proteins: 22, Fats: 23",Snack,2024-01-27
NL4191,U2838,economic,677,"Carbs: 96, Proteins: 38, Fats: 8",Lunch,2024-07-05
NL4192,U372,house,596,"Carbs: 19, Proteins: 30, Fats: 22",Lunch,2024-03-22
NL4193,U425,seven,770,"Carbs: 44, Proteins: 47, Fats: 10",Lunch,2024-09-05
NL4194,U8,see,1150,"Carbs: 89, Proteins: 30, Fats: 7",Lunch,2024-06-17
NL4195,U2781,guess,1103,"Carbs: 78, Proteins: 34, Fats: 29",Snack,2024-03-22
NL4196,U2746,decision,921,"Carbs: 76, Proteins: 26, Fats: 11",Lunch,2024-04-14
NL4197,U1532,difficult,268,"Carbs: 73, Proteins: 36, Fats: 18",Breakfast,2024-03-01
NL4198,U89,can,1118,"Carbs: 48, Proteins: 24, Fats: 22",Snack,2024-04-14
NL4199,U2123,two,744,"Carbs: 22, Proteins: 28, Fats: 15",Lunch,2024-06-18
NL4200,U1476,win,1130,"Carbs: 94, Proteins: 40, Fats: 17",Dinner,2024-05-15
NL4201,U1236,interesting,448,"Carbs: 18, Proteins: 18, Fats: 8",Dinner,2024-07-08
NL4202,U1921,war,1095,"Carbs: 32, Proteins: 46, Fats: 10",Breakfast,2024-05-12
NL4203,U314,address,1148,"Carbs: 97, Proteins: 18, Fats: 8",Dinner,2024-07-28
NL4204,U1890,author,615,"Carbs: 74, Proteins: 14, Fats: 20",Dinner,2024-03-23
NL4205,U1733,tend,1085,"Carbs: 64, Proteins: 18, Fats: 23",Snack,2024-10-04
NL4206,U2120,bring,1278,"Carbs: 55, Proteins: 10, Fats: 9",Lunch,2024-07-11
NL4207,U1059,may,370,"Carbs: 73, Proteins: 10, Fats: 29",Dinner,2024-04-21
NL4208,U311,idea,265,"Carbs: 74, Proteins: 14, Fats: 9",Dinner,2024-09-17
NL4209,U1048,simple,1227,"Carbs: 70, Proteins: 47, Fats: 12",Lunch,2024-02-19
NL4210,U1355,paper,822,"Carbs: 96, Proteins: 47, Fats: 5",Lunch,2024-09-23
NL4211,U1620,none,247,"Carbs: 17, Proteins: 32, Fats: 21",Snack,2024-02-28
